date,wx_temp_mean_c,wx_temp_max_c,wx_temp_min_c,wx_dewpoint_mean_c,wx_rh_mean_pct,wx_rh_max_pct,wx_rh_min_pct,wx_precip_total_mm,wx_precip_max_mm,wx_windspd_mean_kmh,wx_windspd_max_kmh,wx_pressure_mean_kpa,wx_visibility_mean_km,wx_visibility_min_km
2018-05-14,19.158333333333335,27.5,9.4,-0.4875,30.0,55.0,12.0,0.0,,12.958333333333334,28.0,88.92041666666667,48.2875,24.1
2018-05-15,22.666666666666668,28.2,13.8,-0.04583333333333333,22.75,37.0,16.0,0.0,,11.875,22.0,88.59166666666665,47.61666666666667,24.1
2018-05-16,19.304166666666667,25.4,12.5,2.245833333333333,33.708333333333336,66.0,22.0,0.0,,26.75,42.0,88.66083333333334,18.045833333333334,8.1
2018-05-17,8.129166666666666,11.4,6.2,5.641666666666667,84.875,94.0,68.0,0.0,,23.916666666666668,33.0,89.4425,10.887500000000001,2.4
2018-05-18,9.266666666666667,13.6,5.8,2.3125,65.25,95.0,38.0,0.0,,14.833333333333334,25.0,89.91791666666667,25.754166666666666,3.6
2018-05-19,10.887500000000001,16.1,3.8,2.4916666666666667,57.166666666666664,77.0,41.0,0.0,,27.083333333333332,42.0,89.43416666666667,48.958333333333336,24.1
2018-05-20,14.674999999999999,24.1,4.2,3.5625,54.333333333333336,92.0,20.0,0.0,,15.0,27.0,88.575,41.24166666666667,24.1
2018-05-21,17.466666666666665,23.0,10.4,3.4291666666666667,39.958333333333336,58.0,25.0,0.0,,11.916666666666666,21.0,88.78666666666668,46.60833333333333,24.1
2018-05-22,18.654166666666665,25.5,10.1,4.670833333333333,42.5,71.0,23.0,0.0,,11.958333333333334,21.0,89.01625,43.5875,24.1
2018-05-23,19.420833333333334,26.1,10.1,4.354166666666667,39.666666666666664,70.0,22.0,0.0,,9.25,21.0,88.66125,37.88333333333333,24.1
2018-05-24,20.75,26.8,13.3,4.2875000000000005,35.791666666666664,59.0,20.0,0.0,,16.916666666666668,33.0,88.32541666666667,37.545833333333334,24.1
2018-05-25,20.079166666666666,27.2,11.0,4.579166666666667,39.125,70.0,22.0,0.0,,8.083333333333334,18.0,88.44916666666667,45.604166666666664,24.1
2018-05-26,17.979166666666668,23.1,13.0,4.5,42.208333333333336,67.0,19.0,0.0,,18.75,38.0,88.41583333333334,43.92916666666667,16.1
2018-05-27,17.804166666666667,24.9,9.0,3.1041666666666665,40.708333333333336,76.0,22.0,0.0,,14.5,24.0,89.105,37.21666666666667,24.1
2018-05-28,21.4375,28.6,11.8,1.6916666666666667,31.625,64.0,12.0,0.0,,13.5,33.0,88.63208333333334,46.612500000000004,24.1
2018-05-29,11.579166666666666,15.4,8.8,1.6500000000000001,50.916666666666664,64.0,40.0,0.0,,20.291666666666668,45.0,88.85416666666667,23.108333333333334,16.1
2018-05-30,10.078260869565218,14.2,6.4,3.4347826086956523,64.34782608695652,85.0,43.0,0.0,,15.043478260869565,27.0,88.44347826086957,22.221739130434784,8.1
2018-05-31,6.866666666666667,7.8,5.7,5.041666666666667,88.125,93.0,83.0,0.0,,10.958333333333334,20.0,88.78416666666668,10.220833333333333,2.0
2018-06-01,9.783333333333333,15.2,6.1,6.320833333333333,80.91666666666667,96.0,50.0,0.0,,8.208333333333334,19.0,88.855,25.858333333333334,1.6
2018-06-02,14.108333333333334,21.0,4.2,0.8333333333333334,48.416666666666664,94.0,19.0,0.0,,16.583333333333332,31.0,89.27958333333333,52.650000000000006,16.1
2018-06-03,15.6625,23.0,6.6,4.329166666666667,50.208333333333336,80.0,29.0,0.0,,16.75,29.0,88.96749999999999,48.958333333333336,24.1
2018-06-04,15.862499999999999,19.4,7.5,3.3000000000000003,44.916666666666664,80.0,25.0,0.0,,17.166666666666668,34.0,88.18291666666666,47.95416666666667,16.1
2018-06-05,12.704166666666666,19.8,4.8,-1.5041666666666667,43.208333333333336,82.0,17.0,0.0,,9.458333333333334,23.0,88.62583333333333,52.31666666666667,24.1
2018-06-06,17.029166666666665,23.4,8.5,-1.0,30.083333333333332,46.0,21.0,0.0,,10.583333333333334,21.0,88.62708333333335,45.94166666666667,24.1
2018-06-07,19.1375,25.7,10.4,1.0083333333333333,31.333333333333332,49.0,18.0,0.0,,10.333333333333334,20.0,88.59125,21.787500000000005,16.1
2018-06-08,21.145833333333332,26.5,13.7,1.4666666666666668,29.166666666666668,54.0,16.0,0.0,,12.958333333333334,28.0,88.56875000000001,35.541666666666664,24.1
2018-06-09,19.104166666666668,25.0,13.2,4.675,39.75,72.0,24.0,0.0,,18.583333333333332,36.0,87.98291666666667,37.8875,24.1
2018-06-10,9.15,12.5,5.8,5.383333333333333,77.66666666666667,89.0,59.0,0.0,,17.5,36.0,87.81625000000001,23.070833333333336,6.4
2018-06-11,11.529166666666667,16.6,5.6,-3.9375,38.541666666666664,87.0,18.0,0.0,,26.5,48.0,88.07416666666667,51.30833333333334,16.1
2018-06-12,14.895833333333334,19.5,9.3,-6.295833333333333,23.208333333333332,32.0,15.0,0.0,,26.208333333333332,41.0,88.48291666666667,49.97083333333334,16.1
2018-06-13,16.5625,21.9,11.4,-0.4375,31.916666666666668,49.0,24.0,0.0,,15.25,27.0,88.165,46.275000000000006,16.1
2018-06-14,10.7875,13.4,8.6,5.604166666666667,70.58333333333333,82.0,46.0,0.0,,16.791666666666668,27.0,88.38791666666667,33.19166666666667,24.1
2018-06-15,12.083333333333334,16.9,5.9,5.4750000000000005,65.25,87.0,42.0,0.0,,10.75,29.0,88.73708333333333,41.575,16.1
2018-06-16,11.379166666666668,15.6,9.4,7.391666666666667,76.79166666666667,86.0,58.0,0.0,,18.916666666666668,31.0,89.33208333333333,22.908333333333335,9.7
2018-06-17,14.470833333333333,21.3,5.9,5.129166666666667,56.75,89.0,34.0,0.0,,9.375,22.0,89.42416666666666,51.645833333333336,24.1
2018-06-18,16.275000000000002,21.3,9.3,6.4125000000000005,53.291666666666664,79.0,39.0,0.0,,9.25,16.0,89.55624999999999,47.62083333333334,24.1
2018-06-19,18.087500000000002,24.2,10.3,5.8500000000000005,46.791666666666664,71.0,28.0,0.0,,9.666666666666666,26.0,89.55666666666667,53.99583333333334,24.1
2018-06-20,19.724999999999998,26.5,12.2,7.879166666666666,48.416666666666664,72.0,30.0,0.0,,18.0,31.0,89.21375,51.30833333333334,24.1
2018-06-21,19.191666666666666,25.7,12.1,9.5875,55.75,81.0,35.0,0.0,,11.166666666666666,42.0,88.76958333333333,38.22083333333333,24.1
2018-06-22,16.979166666666668,23.5,12.7,10.033333333333333,64.66666666666667,88.0,45.0,0.0,,13.5,28.0,88.62291666666665,26.21666666666667,8.1
2018-06-23,15.6,19.9,12.7,12.241666666666667,80.70833333333333,93.0,63.0,0.0,,21.625,34.0,88.73833333333334,17.733333333333334,3.6
2018-06-24,19.554166666666667,25.0,12.2,11.341666666666667,61.083333333333336,89.0,39.0,0.0,,10.416666666666666,28.0,89.03833333333334,34.2,24.1
2018-06-25,20.204166666666666,26.3,13.6,6.333333333333333,46.958333333333336,90.0,18.0,0.0,,21.75,34.0,88.11541666666666,45.94583333333333,16.1
2018-06-26,15.625,19.5,11.0,-3.5083333333333333,27.333333333333332,40.0,19.0,0.0,,26.541666666666668,42.0,88.46791666666667,51.650000000000006,16.1
2018-06-27,16.691666666666666,23.1,7.4,-1.3333333333333333,31.125,53.0,18.0,0.0,,19.25,32.0,88.47791666666667,50.975,24.1
2018-06-28,14.191304347826087,19.2,9.9,5.343478260869565,56.391304347826086,88.0,41.0,0.0,,14.565217391304348,27.0,88.54913043478261,31.143478260869568,8.1
2018-06-29,13.608333333333334,18.4,9.7,7.454166666666667,67.875,92.0,45.0,0.0,,10.416666666666666,21.0,88.75791666666667,29.508333333333336,8.1
2018-06-30,15.326086956521738,22.1,8.9,5.813043478260869,55.95652173913044,80.0,29.0,0.0,,11.217391304347826,27.0,88.69782608695652,47.93913043478261,24.1
2018-07-01,14.404166666666667,20.2,8.7,5.416666666666667,58.125,84.0,28.0,0.0,,12.416666666666666,33.0,88.57708333333333,47.616666666666674,16.1
2018-07-02,10.479166666666666,14.7,7.0,6.295833333333333,76.16666666666667,93.0,52.0,0.0,,14.5,28.0,88.66208333333333,24.662500000000005,8.1
2018-07-03,11.083333333333334,14.9,8.3,5.891666666666667,70.75,82.0,56.0,0.0,,22.041666666666668,29.0,89.00083333333333,23.7375,4.8
2018-07-04,13.950000000000001,19.4,9.5,7.95,68.5,91.0,46.0,0.0,,15.833333333333334,23.0,89.74708333333332,33.333333333333336,11.3
2018-07-05,18.491666666666667,25.5,9.6,9.766666666666667,58.75,85.0,41.0,0.0,,21.541666666666668,32.0,89.79541666666667,36.87916666666667,24.1
2018-07-06,24.261904761904763,31.7,15.0,9.6,44.95238095238095,80.0,16.0,0.0,,13.714285714285714,23.0,88.93714285714286,39.47142857142857,24.1
2018-07-07,19.708333333333332,24.8,14.2,4.541666666666667,41.916666666666664,76.0,17.0,0.0,,17.416666666666668,35.0,88.87708333333335,43.25416666666667,24.1
2018-07-08,17.38695652173913,24.2,8.9,6.71304347826087,52.34782608695652,79.0,29.0,0.0,,12.08695652173913,24.0,89.36869565217391,48.63913043478261,24.1
2018-07-09,20.525000000000002,27.9,11.2,7.9125000000000005,46.375,73.0,28.0,0.0,,10.625,23.0,89.30583333333334,53.32083333333333,24.1
2018-07-10,16.416666666666668,20.4,11.1,9.9375,66.0,87.0,50.0,0.0,,10.375,25.0,89.04916666666666,33.19166666666667,8.1
2018-07-11,19.470833333333335,24.1,14.9,7.166666666666667,45.916666666666664,67.0,31.0,0.0,,13.75,21.0,89.2275,46.95000000000001,16.1
2018-07-12,19.808333333333334,26.8,11.2,8.575000000000001,50.666666666666664,76.0,31.0,0.0,,9.125,22.0,89.25875,39.9,24.1
2018-07-13,20.6875,31.3,12.5,9.908333333333333,54.625,79.0,20.0,0.0,,16.916666666666668,54.0,88.945,37.55416666666667,8.1
2018-07-14,14.679166666666667,20.7,8.4,5.3625,57.0,85.0,31.0,0.0,,18.166666666666668,32.0,89.66791666666667,47.225,9.7
2018-07-15,18.3875,25.4,8.5,3.15,41.875,79.0,18.0,0.0,,10.041666666666666,21.0,89.47666666666667,52.650000000000006,24.1
2018-07-16,22.3,30.1,12.1,5.504166666666666,36.541666666666664,64.0,19.0,0.0,,11.5,24.0,89.22000000000001,52.31666666666667,24.1
2018-07-17,23.8125,30.9,14.2,8.975,40.291666666666664,61.0,25.0,0.0,,10.541666666666666,22.0,89.06208333333335,39.225,24.1
2018-07-18,19.191304347826087,24.1,15.5,12.234782608695651,64.73913043478261,87.0,49.0,0.0,,15.73913043478261,33.0,88.98565217391305,37.369565217391305,8.1
2018-07-19,19.349999999999998,25.7,13.4,10.9625,60.666666666666664,85.0,36.0,0.0,,12.5,33.0,89.09500000000001,28.808333333333334,24.1
2018-07-20,18.620833333333334,28.9,11.5,9.408333333333333,62.625,91.0,12.0,0.0,,16.291666666666668,37.0,88.65041666666667,25.129166666666666,16.1
2018-07-21,15.508333333333333,23.0,10.0,4.979166666666667,53.541666666666664,80.0,19.0,0.0,,16.416666666666668,40.0,88.99958333333332,37.550000000000004,24.1
