date,fire_count,fire_frp_sum,fire_frp_mean,fire_nearest_km,fire_mean_km,fire_frp_dist_weighted_sum,fire_smoke_transport_index,upwind_fire_count,upwind_fire_frp_sum,upwind_fire_nearest_km
2022-05-30,4.0,5.109999999999999,1.2774999999999999,260.4937934488143,287.58572717508537,0.017635544994798885,1.9773677246628317e-05,1.0,2.11,313.55140190486304
2022-05-31,11.0,25.89,2.3536363636363635,249.33588788284382,291.55527355523935,0.09177937708098938,0.00013694440901805148,5.0,11.39,281.77324432063784
2022-06-01,19.0,86.76,4.566315789473684,133.52015879596777,274.89430900429915,0.36159128309169936,0.0007635538641877454,1.0,33.16,226.31934061151028
2022-06-02,21.0,52.77,2.512857142857143,259.57137280504946,289.85641577749755,0.18445764913538126,0.00025650738714414135,7.0,18.57,259.57137280504946
2022-06-03,18.0,125.87,6.992777777777778,174.25801373706065,293.21045438125304,0.570520689947989,4.946857621883787e-05,3.0,3.95,260.2234026578256
2022-06-04,4.0,5.03,1.2575,260.5484716649957,315.92900593218656,0.01597079647635304,1.2208901486746044e-05,1.0,1.09,260.5484716649957
2022-06-05,3.0,2.42,0.8066666666666666,229.94116980343892,296.15819193501744,0.00829473519471807,9.860956481503006e-06,1.0,0.96,374.3061353003572
2022-06-06,2.0,1.4,0.7,74.43005650805242,136.99622734415397,0.013018446005994767,1.0254094441650081e-05,0.0,0.0,399.5941996428686
2022-06-07,1.0,0.31,0.31,327.9560022828828,327.9560022828828,0.0009423752655329822,6.197702674392414e-07,0.0,0.0,399.5941996428686
2022-06-08,14.0,21.14,1.51,144.78190900484526,249.46474817531438,0.08228264881231417,3.196827864084251e-05,0.0,0.0,399.5941996428686
2022-06-09,13.0,28.27,2.1746153846153846,39.632894840969435,236.47164662669118,0.23725584970954022,6.01416695722502e-06,0.0,0.0,399.5941996428686
2022-06-10,5.0,18.59,3.718,76.85083906841075,248.4572845806211,0.0726251197525994,0.00012157361731330503,1.0,0.81,76.85083906841075
2022-06-11,1.0,4.1,4.1,338.1411280444951,338.1411280444951,0.012089362395061923,0.0,0.0,0.0,399.5941996428686
2022-06-12,16.0,43.05,2.690625,260.2682590229385,294.45555425632784,0.14155835056703372,0.000373467867871606,13.0,37.099999999999994,263.1083741153761
2022-06-13,2.0,7.55,3.775,318.0850597704879,344.5147707304992,0.02070403079706698,5.272614719589438e-05,2.0,7.55,318.0850597704879
2022-06-14,1.0,0.79,0.79,260.5705975408323,260.5705975408323,0.0030202171323047027,0.0,0.0,0.0,399.5941996428686
2022-06-15,0.0,0.0,0.0,399.8433947969414,0.0,0.0,0.0,0.0,0.0,399.5941996428686
2022-06-16,8.0,24.11,3.01375,230.18294641611303,279.2244200340491,0.08969627793607707,0.0,0.0,0.0,399.5941996428686
2022-06-17,1.0,1.63,1.63,260.3765968841513,260.3765968841513,0.006236212497335625,2.3791862954204958e-05,1.0,1.63,260.3765968841513
2022-06-18,0.0,0.0,0.0,399.8433947969414,0.0,0.0,0.0,0.0,0.0,399.5941996428686
2022-06-19,11.0,11.26,1.0236363636363637,256.5944409137156,296.94622041085705,0.03787845931103773,0.00011165599932111864,11.0,11.26,256.5944409137156
2022-06-20,12.0,38.769999999999996,3.230833333333333,241.39789871412077,279.2606499017849,0.13816064991524563,0.00038013103108167285,10.0,33.79,241.39789871412077
2022-06-21,13.0,21.490000000000002,1.6530769230769233,74.43438035175946,221.37558131458417,0.11811082698881908,0.0002013744434753796,1.0,1.15,74.43438035175946
2022-06-22,5.0,10.07,2.0140000000000002,33.22025560727691,114.70340075798674,0.1723053931943745,6.646573899285014e-05,1.0,0.43,74.09106538707479
2022-06-23,3.0,4.17,1.39,260.42724406209646,278.042976965673,0.01552630107737442,6.323251868135231e-06,1.0,0.66,313.2671422401457
2022-06-24,2.0,1.67,0.835,260.25503952949964,260.39850702795957,0.006388273844292734,0.0,0.0,0.0,399.5941996428686
2022-06-25,6.0,10.36,1.7266666666666666,260.48786002399225,305.7644586235777,0.03330070731729423,4.954629681876566e-05,0.0,0.0,399.5941996428686
