date,pm25,pm25_station_count,wx_temp_mean_c,wx_temp_max_c,wx_temp_min_c,wx_dewpoint_mean_c,wx_rh_mean_pct,wx_rh_max_pct,wx_rh_min_pct,wx_precip_total_mm,wx_precip_max_mm,wx_windspd_mean_kmh,wx_windspd_max_kmh,wx_pressure_mean_kpa,wx_visibility_mean_km,wx_visibility_min_km,era5_u10_mean_ms,era5_v10_mean_ms,era5_wind_speed_mean_ms,era5_wind_speed_max_ms,era5_wind_from_deg,era5_t2m_mean_c,era5_t2m_max_c,era5_t2m_min_c,era5_d2m_mean_c,era5_sp_mean_hpa,fire_count,fire_frp_sum,fire_frp_mean,fire_nearest_km,fire_mean_km,fire_frp_dist_weighted_sum,fire_smoke_transport_index,upwind_fire_count,upwind_fire_frp_sum,upwind_fire_nearest_km
2018-05-03,7.02,1.0,14.174999999999999,21.8,4.8,-2.9958333333333336,33.833333333333336,62.0,17.0,0.0,,16.5,36.0,88.82,46.94166666666667,24.1,2.9777831958333336,-0.25475120208333335,3.209712231354665,5.424702685973226,274.889783427906,12.382841666666707,21.507300000000043,2.3208000000000197,-3.15968666666663,887.1773604166666,9.0,104.32,11.591111111111111,74.2670905643423,243.43498118174634,0.43182175400717804,0.00016324143602292242,3.0,2.38,74.2670905643423
2018-05-04,5.84,1.0,15.141666666666666,21.1,7.6,0.4041666666666666,39.0,68.0,21.0,0.0,,13.708333333333334,24.0,89.06166666666667,48.95416666666667,24.1,3.0594520625,-0.4348875666666667,3.1506037271953757,5.028801191947605,278.09014383256533,14.187600416666726,21.323270000000036,6.755100000000027,-0.16394166666663068,890.38993625,6.0,39.53,6.588333333333334,86.73932719976929,299.47156137991385,0.16349703489746534,4.957388356397429e-05,1.0,0.58,326.7682453843975
2018-05-05,5.47,1.0,13.666666666666666,20.2,6.6,2.733333333333333,50.666666666666664,79.0,29.0,0.0,,7.125,19.0,89.40583333333335,51.304166666666674,24.1,0.6467138970833334,-0.7545439476250001,1.6134313909119333,2.8870424309419858,319.40037134466485,13.207481666666695,20.377440000000036,6.360900000000015,3.024537083333371,893.7089275,11.0,35.81,3.255454545454546,234.24643766093968,298.72797510628385,0.11381505686485115,0.0002173480215251413,3.0,11.77,241.08272576041065
2018-05-06,7.14,1.0,16.034782608695654,23.4,6.8,1.3956521739130436,39.78260869565217,67.0,23.0,0.0,,6.695652173913044,14.0,89.16217391304347,52.48695652173913,24.1,0.37534522625000005,1.3646831533333332,2.0088851855116796,3.240683924265162,195.37849011146722,13.851352916666713,23.003800000000012,4.006430000000023,1.7272391666667204,893.4514658333334,16.0,78.34,4.89625,144.87670704780962,294.88648237519436,0.24953340513144498,0.00011260892955917604,0.0,0.0,399.5941996428686
2018-05-07,7.27,1.0,17.45,22.8,10.3,0.6583333333333333,33.291666666666664,52.0,21.0,0.0,,13.666666666666666,27.0,89.13375,38.22083333333334,16.1,1.4061444652083332,-1.6202557929166668,2.684812316922909,4.221010727901767,319.04681073107486,16.885503750000055,23.0736,10.563559999999995,0.9529354166666621,890.9575483333333,17.0,159.23,9.366470588235293,87.04684844009891,224.23630824412328,1.0508338898610143,0.00011211848954162164,2.0,2.46,247.11590164333307
2018-05-08,5.57,1.0,17.087500000000002,21.5,12.9,2.525,38.5,56.0,24.0,0.0,,18.958333333333332,41.0,89.12124999999999,46.275000000000006,16.1,1.6713765409583334,-1.4263337727083334,2.9123284151225834,5.229078085127611,310.47706549369605,15.783854166666686,22.201440000000048,9.286580000000015,3.7852545833333693,891.9413741666666,2.0,4.4,2.2,150.4150369717385,238.8189063310855,0.024434252539297614,1.1397706971573757e-05,1.0,1.3,327.22277569043246
2018-05-09,4.45,1.0,7.454166666666667,12.8,4.8,1.2166666666666666,66.0,85.0,44.0,0.0,,16.833333333333332,27.0,89.24833333333333,25.075000000000003,8.1,-1.509419125,-1.4547583266666668,2.711867788213896,3.806616449562075,46.05644084367054,10.436307916666692,21.49108000000001,4.415500000000009,0.8480391666666947,892.5711949999999,5.0,18.26,3.652,144.87891164213255,250.6028454861731,0.0806459350847819,6.450825428632939e-05,3.0,3.09,144.87891164213255
2018-05-10,7.18,1.0,5.854166666666667,9.7,2.5,2.8541666666666665,81.5,94.0,69.0,0.0,,11.166666666666666,24.0,88.77625,12.204166666666667,4.8,-1.9981568666666665,0.5678323104166667,2.1389703934218107,2.9699044986007292,105.86398579611372,4.865860833333329,10.234640000000013,2.39443,3.135538333333386,889.0391020833334,0.0,0.0,0.0,399.8433947969414,0.0,0.0,0.0,0.0,0.0,399.5941996428686
2018-05-11,8.09,1.0,9.1625,15.8,3.5,2.2708333333333335,65.91666666666667,94.0,35.0,0.0,,16.375,30.0,89.29291666666667,26.120833333333334,2.4,-0.5272992466666667,-2.49754015125,2.835509991249957,5.210381281687342,11.921633937392357,7.021060833333365,14.922330000000045,3.6319799999999987,3.682922500000018,891.3764870833334,3.0,16.57,5.523333333333333,157.31973841205493,238.46586866528915,0.09028632664799857,0.0005091933982896613,3.0,16.57,157.31973841205493
2018-05-12,6.49,1.0,14.566666666666668,21.7,4.4,0.7416666666666667,43.0,76.0,22.0,0.0,,8.625,19.0,89.18624999999999,52.98333333333334,24.1,1.3337402429166667,-0.8413429285,2.37552188351223,3.413150413782422,302.2443307921884,11.747107500000027,22.590419999999995,2.745200000000011,-0.15905249999997295,893.5474770833332,29.0,587.8100000000001,20.269310344827588,127.05444916850367,297.82182694832414,1.8626586570643207,0.0018658285915808621,2.0,5.44,197.26978159293645
2018-05-13,7.56,1.0,17.0375,22.8,8.4,0.22916666666666666,33.75,59.0,19.0,0.0,,17.375,30.0,89.185,48.958333333333336,24.1,0.8521041776250001,-1.7242787574999998,2.970828527883363,4.332618522918006,333.70233581497877,15.852714583333352,22.881250000000023,7.016020000000026,-0.10247041666667656,891.52447,37.0,2455.92,66.37621621621622,54.632564839316856,300.6902323902093,7.743936178098333,0.018953009744029203,34.0,2453.04,201.81231802114664
2018-05-14,9.29,1.0,19.158333333333335,27.5,9.4,-0.4875,30.0,55.0,12.0,0.0,,12.958333333333334,28.0,88.92041666666667,48.2875,24.1,0.20958010604166666,1.0424741086041667,2.4015382444428037,3.088505439658127,191.36727548064147,16.433649583333363,27.63888000000003,6.057980000000043,-1.076361666666628,891.1262720833333,71.0,757.59,10.670281690140845,74.24360326023069,285.0126731832754,2.5834495372482893,5.04183838445058e-05,0.0,0.0,399.5941996428686
2018-05-15,10.9,1.0,22.666666666666668,28.2,13.8,-0.04583333333333333,22.75,37.0,16.0,0.0,,11.875,22.0,88.59166666666665,47.61666666666667,24.1,2.8291861270833336,0.255047485,2.9453107623929053,4.060130495884476,264.84878345383015,19.814201250000053,28.7192,9.971900000000005,-1.4898333333333085,886.8189608333334,56.0,754.82,13.478928571428572,74.13608508592287,265.8253995504073,2.9902766125801223,0.003250547724258183,1.0,0.36,74.13608508592287
2018-05-16,15.8,1.0,19.304166666666667,25.4,12.5,2.245833333333333,33.708333333333336,66.0,22.0,0.0,,26.75,42.0,88.66083333333334,18.045833333333334,8.1,1.3227456354166667,-1.9157568674999998,3.575482916971635,5.037335802447191,325.37663209838627,19.66874416666667,28.12637000000001,11.454830000000015,0.45647000000002436,886.0314766666667,24.0,143.57999999999998,5.982499999999999,77.81638029692253,268.0149263078859,0.5262658191654379,0.0003244566867339938,5.0,12.52,77.81638029692253
2018-05-17,9.94,1.0,8.129166666666666,11.4,6.2,5.641666666666667,84.875,94.0,68.0,0.0,,23.916666666666668,33.0,89.4425,10.887500000000001,2.4,-0.650585181125,-4.4950892125,4.670467195293857,5.876389074192919,8.235371670341237,11.577317499999992,25.013329999999996,6.307340000000011,4.738767083333357,891.3401575,0.0,0.0,0.0,399.8433947969414,0.0,0.0,0.0,0.0,0.0,399.5941996428686
2018-05-18,4.56,1.0,9.266666666666667,13.6,5.8,2.3125,65.25,95.0,38.0,0.0,,14.833333333333334,25.0,89.91791666666667,25.754166666666666,3.6,-2.644607541666667,-1.1997502554166666,3.658823401142215,4.914313923379435,65.5981480815937,8.181949583333392,14.76278000000002,5.3875000000000455,4.156302083333344,898.9249475,9.0,28.64,3.1822222222222223,172.52110009242233,271.4535364006311,0.11268928863909065,0.0002998917694059808,1.0,5.32,172.52110009242233
2018-05-19,4.14,1.0,10.887500000000001,16.1,3.8,2.4916666666666667,57.166666666666664,77.0,41.0,0.0,,27.083333333333332,42.0,89.43416666666667,48.958333333333336,24.1,-0.8784186019583333,3.817095420833333,4.14852455131208,6.513804649103414,167.04029784708484,9.855505416666688,17.110680000000002,2.6367700000000127,1.251249166666696,896.78195,7.0,8.86,1.2657142857142856,74.41409092314358,255.11149386728863,0.046640141080576875,0.0,0.0,0.0,399.5941996428686
2018-05-20,4.84,1.0,14.674999999999999,24.1,4.2,3.5625,54.333333333333336,92.0,20.0,0.0,,15.0,27.0,88.575,41.24166666666667,24.1,-0.36096382125,2.9987424125,3.5068299531520974,5.9786317788432,173.136231123044,12.395345416666657,23.856100000000026,3.0741800000000126,2.7282795833333466,888.355775,27.0,328.51,12.167037037037037,74.25892957639627,279.71176002266304,1.0920067567113887,0.0005093419127242355,0.0,0.0,399.5941996428686
2018-05-21,3.8,1.0,17.466666666666665,23.0,10.4,3.4291666666666667,39.958333333333336,58.0,25.0,0.0,,11.916666666666666,21.0,88.78666666666668,46.60833333333333,24.1,2.283834461666667,-1.1130053258333332,2.8418732160408546,4.054688772142186,295.98185529135094,16.4921291666667,23.570400000000006,8.007400000000018,1.6801458333333699,887.1369358333334,2.0,4.21,2.105,109.89979477607422,109.94803234144081,0.037941585730452226,0.0002489952290166636,2.0,4.21,109.89979477607422
2018-05-22,9.13,1.0,18.654166666666665,25.5,10.1,4.670833333333333,42.5,71.0,23.0,0.0,,11.958333333333334,21.0,89.01625,43.5875,24.1,-0.22445043958333333,-0.11883989279166667,1.8671743430654588,2.482398581171576,62.10009921274889,17.80410333333333,25.42593000000005,9.353330000000028,3.3053458333333197,890.1355566666666,21.0,156.32999999999998,7.444285714285714,111.92352983462976,219.6824269034343,1.0220582338640736,0.0015421070556595371,0.0,0.0,399.5941996428686
2018-05-23,9.51,1.0,19.420833333333334,26.1,10.1,4.354166666666667,39.666666666666664,70.0,22.0,0.0,,9.25,21.0,88.66125,37.88333333333333,24.1,-0.5869299545833333,1.7870114666666668,2.3674146911035288,3.3568957055538156,161.81763800457742,18.378952500000025,26.191900000000032,7.636740000000032,3.189042916666665,888.4497570833332,36.0,2340.09,65.0025,74.37177033998435,229.26689749442625,10.19684858176815,0.00016120136981686873,1.0,4.52,152.44755436868957
2018-05-24,11.4,1.0,20.75,26.8,13.3,4.2875000000000005,35.791666666666664,59.0,20.0,0.0,,16.916666666666668,33.0,88.32541666666667,37.545833333333334,24.1,1.3434855004166666,0.2696520458333333,2.6130344316632432,5.801158548154623,258.65091357600204,19.250836666666657,27.64703000000003,9.872060000000033,2.638038333333327,883.4589491666667,13.0,24.9,1.9153846153846152,77.75266325944402,236.46440255175006,0.15487355529251665,0.00013345721632615734,0.0,0.0,399.5941996428686
