model,pm25_threshold,best_params,val_f1_selected,accuracy,precision,recall,f1,roc_auc,pr_auc,trained_at_utc
LogisticRegression,25.0,C=0.01,0.36764705882352944,0.8253521126760563,0.17333333333333334,1.0,0.29545454545454547,0.9590643274853801,0.582043004333749,2026-04-05T00:59:43.264979
