model,pm25_threshold,best_params,val_f1_selected,accuracy,precision,recall,f1,roc_auc,pr_auc,trained_at_utc
RandomForest,25.0,"n_estimators=300,max_depth=10,min_samples_leaf=1",0.3076923076923077,0.9690140845070423,0.75,0.23076923076923078,0.35294117647058826,0.9604138551506972,0.63667591230477,2026-03-18T22:35:34.448159
